uid,site,plot,year,season,location,management,dip_point,total,pipiens,maculipennis,claviger,annulata,morsitans,cantans,caspius,rhyne_dry,rhyne_cleared,exposure,landcover,width,depth,shaded,turbidity,salinity,water_temp,dissolved_oxygen,ph,cover_carex,cover_celery_leaved_buttercup,cover_duckweed,cover_frog_bit,cover_grass,cover_ivy_leaved_duckweed,cover_juncus,cover_marsh_bedstraw,cover_typha,cover_water_parsnip
653,91,3,2009,3,King Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,20,0.45,0.894,0.69,17.44,137.9,7.13,0.5,0,0,0,0,0.4,0.1,0,0,0
654,91,3,2009,3,King Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,5,0.9,NA,NA,NA,NA,NA,0.5,0,0,0,0,0.4,0.1,0,0,0
655,91,3,2009,3,King Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,20,0.9,0.932,0.72,17.23,139.6,7.18,0.5,0,0,0,0,0.4,0.1,0,0,0
656,91,3,2009,3,King Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,15,0.9,NA,NA,NA,NA,NA,0.5,0,0,0,0,0.4,0.1,0,0,0
657,91,3,2009,3,King Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,15,0.9,0.872,0.68,16.11,148.7,7.25,0.5,0,0,0,0,0.4,0.1,0,0,0
658,91,3,2009,3,King Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,1.3,40,0.9,NA,NA,NA,NA,NA,0.5,0,0,0,0,0.4,0.1,0,0,0
659,91,4,2009,3,King Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,4,NA,0.5,0.969,0.75,18.14,132.3,7.38,0,0,0,0,0,0,0,0.3,0,0
660,91,4,2009,3,King Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,rough pasture,4,NA,0.7,NA,NA,NA,NA,NA,0.15,0,0,0,0.2,0,0,0.1,0,0
661,91,4,2009,3,King Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,NA,0.7,0.967,0.75,18.03,133.2,7.21,0.1,0,0,0,0.4,0,0,0,0,0.1
662,91,4,2009,3,King Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,4,rough pasture,4,NA,0.9,NA,NA,NA,NA,NA,0.4,0,0.35,0,0,0,0,0,0,0.2
663,91,4,2009,3,King Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,rough pasture,4,NA,0.9,0.972,0.75,17.82,134.8,6.98,0.3,0,0,0,0.2,0,0,0,0,0.15
664,91,4,2009,3,King Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,rough pasture,4,NA,0.9,NA,NA,NA,NA,NA,0.1,0,0,0,0.2,0,0,0,0,0
665,92,1,2009,3,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,60,0.25,0.347,0.26,15.37,155.1,6.92,0.1,0,0.4,0.3,0,0,0,0,0,0
666,92,1,2009,3,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,45,0.15,NA,NA,NA,NA,NA,0.1,0,0.5,0.2,0,0,0,0,0,0
667,92,1,2009,3,Catcott,Tier3,3,4,0,4,0,0,0,0,0,0,0,1,rough pasture,3.5,70,0.1,0.347,0.26,15.44,154.5,6.77,0,0,0.025555555,0,0,0,0,0,0,0
668,92,1,2009,3,Catcott,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,70,0.1,NA,NA,NA,NA,NA,0.05,0,0.4,0.4,0,0,0,0,0,0
669,92,1,2009,3,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,3.5,70,0.2,0.346,0.26,15.2,150.6,6.74,0.15,0,0.5,0.05,0,0,0,0,0,0
670,92,1,2009,3,Catcott,Tier3,6,1,0,1,0,0,0,0,0,0,0,1,rough pasture,3.5,60,0.05,NA,NA,NA,NA,NA,0,0,0.4,0.05,0,0,0,0,0,0
671,92,2,2009,3,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,45,NA,0.354,0.26,15.56,153.5,7,0,0,0.45,0.025,0,0,0,0,0,0
672,92,2,2009,3,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,48,NA,NA,NA,NA,NA,NA,0.05,0,0.4,0.05,0,0,0,0,0,0
673,92,2,2009,3,Catcott,Tier3,3,1,0,1,0,0,0,0,0,0,0,1,rough pasture,4,45,NA,0.35,0.26,16.95,150,7.35,0.2,0,0.2,0.05,0,0,0,0,0,0
674,92,2,2009,3,Catcott,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,45,NA,NA,NA,NA,NA,NA,0.1,0,0.2,0.05,0,0,0,0,0,0
675,92,2,2009,3,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,40,NA,0.361,0.27,15.76,151.4,7.27,0.1,0,0.1,0.4,0,0,0,0,0,0
676,92,2,2009,3,Catcott,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,4,50,NA,NA,NA,NA,NA,NA,0.05,0,0.2,0.05,0,0,0,0,0,0
677,92,3,2009,3,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,20,NA,0.46,0.35,16.15,148.1,6.75,0,0,0.025555555,0.05,0,0,0,0,0,0
678,92,3,2009,3,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,30,NA,NA,NA,NA,NA,NA,0,0,0.1,0.3,0,0,0,0,0,0
679,92,3,2009,3,Catcott,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,30,NA,0.416,0.31,16.1,149.5,6.76,0,0,0,0,0,0,0,0,0,0
680,92,3,2009,3,Catcott,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,45,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
681,92,3,2009,3,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,40,NA,0.4,0.3,15.42,154.8,6.67,0,0,0,0,0,0,0,0,0,0
682,92,3,2009,3,Catcott,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,5,42,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
683,92,4,2009,3,Catcott,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,0.446,0.33,14.86,159.7,7.03,0,0,0.05,0.05,0,0,0,0,0,0
684,92,4,2009,3,Catcott,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,0.1,0,0,0,0,0,0
685,92,4,2009,3,Catcott,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,0.436,0.33,15.36,155.2,6.72,0,0,0.75,0.2,0,0,0,0,0,0
686,92,4,2009,3,Catcott,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,0.2,0,0,0,0,0,0
687,92,4,2009,3,Catcott,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,0.449,0.34,15.37,154.3,7.12,0,0,0.6,0.4,0,0,0,0,0,0
688,92,4,2009,3,Catcott,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.5,NA,NA,NA,NA,NA,NA,NA,0,0,0.35,0.6,0,0,0,0,0,0
689,93,1,2009,3,Mark,Tier1,1,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,40,NA,0.81,0.63,13.2,176.1,6.69,0,0,0.95,0,0,0,0,0,0,0
690,93,1,2009,3,Mark,Tier1,2,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,25,NA,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
691,93,1,2009,3,Mark,Tier1,3,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,40,NA,0.736,0.57,14.18,166.4,6.81,0,0,0.95,0,0,0,0,0,0,0
692,93,1,2009,3,Mark,Tier1,4,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,40,NA,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
693,93,1,2009,3,Mark,Tier1,5,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,40,NA,0.715,0.55,15.08,155.8,6.84,0,0,0.85,0,0,0,0,0,0,0
694,93,1,2009,3,Mark,Tier1,6,0,0,0,0,0,0,0,0,0,0,NA,pasture,2.2,40,NA,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
695,93,2,2009,3,Mark,Tier1,1,28,25,0,0,3,0,0,0,0,0,3,pasture,0.8,50,NA,0.858,0.66,14,168.1,7.19,0,0,0,0.05,0.5,0,0,0,0,0
696,93,2,2009,3,Mark,Tier1,2,8,8,0,0,0,0,0,0,0,0,3,pasture,0.8,30,NA,NA,NA,NA,NA,NA,0.05,0,0.05,0.05,0.05,0,0,0,0,0
697,93,2,2009,3,Mark,Tier1,3,364,288,0,0,76,0,0,0,0,0,3,pasture,0.8,40,NA,0.921,0.72,12.71,181.4,7.1,0.05,0,0.1,0.05,0.3,0,0,0,0,0
698,93,2,2009,3,Mark,Tier1,4,4,0,0,0,4,0,0,0,0,0,3,pasture,0.8,30,NA,NA,NA,NA,NA,NA,0.05,0,0.6,0.05,0.05,0,0,0,0,0
699,93,2,2009,3,Mark,Tier1,5,53,24,0,0,29,0,0,0,0,0,3,pasture,0.8,30,NA,1.159,0.91,14.16,176.5,6.66,0,0,0.6,0.05,0.05,0,0,0,0,0
700,93,2,2009,3,Mark,Tier1,6,1,1,0,0,0,0,0,0,0,0,3,pasture,0.8,25,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0
701,93,3,2009,3,Mark,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,NA,0.528,0.4,14.7,161.2,6.92,0,0,0.95,0,0,0,0,0,0,0
702,93,3,2009,3,Mark,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,NA,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
703,93,3,2009,3,Mark,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,NA,0.599,0.46,14.75,160.7,7.21,0,0,0.95,0,0,0,0,0,0,0
704,93,3,2009,3,Mark,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,NA,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
705,93,3,2009,3,Mark,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,NA,0.35,0.465,14.75,160.8,7.37,0,0,0.9,0,0,0,0,0,0,0
706,93,3,2009,3,Mark,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,NA,NA,NA,NA,NA,NA,0,0,0.9,0,0,0,0,0,0,0
707,95,1,2009,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,4,rough pasture,2.2,20,0.95,1.142,0.9,16.42,146,7.02,0,0,0,0,0,0,0,0,0,0.9
708,95,1,2009,3,Queen's Sedgemoor,Tier1,2,1,0,0,1,0,0,0,0,0,0,4,rough pasture,2.2,15,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.9
709,95,1,2009,3,Queen's Sedgemoor,Tier1,3,14,0,0,13,1,0,0,0,0,0,4,rough pasture,2.2,15,0.95,1.073,0.84,16.46,145.6,6.64,0,0,0,0,0,0,0,0,0,0.9
710,95,1,2009,3,Queen's Sedgemoor,Tier1,4,7,0,0,5,2,0,0,0,0,0,4,rough pasture,2.2,5,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.9
711,95,1,2009,3,Queen's Sedgemoor,Tier1,5,35,0,0,27,8,0,0,0,0,0,2,rough pasture,2.2,5,0.95,1.007,0.79,15.42,154.6,6.52,0,0,0,0,0,0,0,0,0,0.9
712,95,1,2009,3,Queen's Sedgemoor,Tier1,6,27,0,0,6,21,0,0,0,0,0,2,rough pasture,2.2,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
713,95,2,2009,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,2,pasture,3,NA,0.7,0.546,0.41,15.82,151.1,5.81,0,0,0.35,0,0,0,0,0,0,0
714,95,2,2009,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.2,NA,NA,NA,NA,NA,0,0,0.7,0,0,0,0,0,0,0
715,95,2,2009,3,Queen's Sedgemoor,Tier1,3,1,0,0,1,0,0,0,0,0,0,1,pasture,3,NA,0.2,0.535,0.41,17.32,138.6,5.78,0,0,0.6,0,0,0,0,0,0,0
716,95,2,2009,3,Queen's Sedgemoor,Tier1,4,4,0,0,0,4,0,0,0,0,0,1,pasture,3,NA,0.2,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
717,95,2,2009,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.15,0.541,0.41,16.05,149.3,6.03,0,0,0.95,0,0,0,0,0,0,0
718,95,2,2009,3,Queen's Sedgemoor,Tier1,6,14,1,0,0,13,0,0,0,0,0,3,pasture,3,NA,0.5,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
719,95,3,2009,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,3,pasture,2.2,15,0.4,0.446,0.34,17.8,135,6.75,0,0,0.2,0,0,0,0,0,0,0
720,95,3,2009,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,20,0.3,NA,NA,NA,NA,NA,0,0,0.9,0,0,0,0,0,0,0
721,95,3,2009,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,30,0.15,0.576,0.44,18.45,130.5,7.09,0,0,0.95,0,0,0,0,0,0,0
722,95,3,2009,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,20,0.3,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
723,95,3,2009,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,15,0.2,0.438,0.33,19.28,124.2,7.11,0,0,0.95,0,0,0,0,0,0,0
724,95,3,2009,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,2.2,20,0.15,NA,NA,NA,NA,NA,0,0,0.95,0,0,0,0,0,0,0
725,95,4,2009,3,Queen's Sedgemoor,Tier1,1,0,0,0,0,0,0,0,0,0,0,1,pasture,3,NA,0.1,0.729,0.56,17.38,138.2,7.08,0,0,0,0,0,0,0,0,0,0
726,95,4,2009,3,Queen's Sedgemoor,Tier1,2,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
727,95,4,2009,3,Queen's Sedgemoor,Tier1,3,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.1,0.744,0.57,17.39,138.1,7.39,0,0,0.01,0,0,0,0,0,0,0
728,95,4,2009,3,Queen's Sedgemoor,Tier1,4,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.1,NA,NA,NA,NA,NA,0,0,0.02,0,0,0,0,0,0,0
729,95,4,2009,3,Queen's Sedgemoor,Tier1,5,0,0,0,0,0,0,0,0,0,0,1,pasture,3,80,0.1,0.744,0.57,17.37,138.3,7.48,0,0,0.1,0,0,0,0,0,0,0
730,95,4,2009,3,Queen's Sedgemoor,Tier1,6,0,0,0,0,0,0,0,0,0,0,1,pasture,3,70,0.1,NA,NA,NA,NA,NA,0,0,0.05,0,0,0,0,0,0,0
731,96,1,2009,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,2,pasture,NA,23,1,0.243,0.18,15.44,154.5,6.97,0,0,0,0,0,0,0,0,0,0
732,96,1,2009,3,Long Sutton,Tier1,2,1,0,0,1,0,0,0,0,0,0,2,pasture,NA,20,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
733,96,1,2009,3,Long Sutton,Tier1,3,1,0,0,1,0,0,0,0,0,0,2,pasture,NA,30,1,0.244,0.18,15.59,153.3,6.53,0,0,0,0,0,0,0,0,0,0
734,96,1,2009,3,Long Sutton,Tier1,4,1,0,0,1,0,0,0,0,0,0,4,pasture,NA,20,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
735,96,1,2009,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,4,pasture,NA,15,1,0.246,0.18,15.72,152,6.91,0,0,0,0,0,0,0,0,0,0
736,96,1,2009,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,4,pasture,NA,15,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
737,96,2,2009,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,15,0.95,0.732,0.56,16.07,148.9,7.44,0,0,0,0,0,0,0,0,0,0
738,96,2,2009,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,15,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
739,96,2,2009,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,5,0.95,0.731,0.56,16.11,148.6,7.18,0,0,0,0,0,0,0,0,0,0
740,96,2,2009,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,5,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
741,96,2,2009,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,5,0.95,0.731,0.56,16.18,148,7.1,0,0,0,0,0,0,0,0,0,0
742,96,2,2009,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,0,4,pasture,1.55,5,0.95,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
743,96,3,2009,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,30,0.1,0.699,0.59,18.56,129,7.56,0,0,0,0,0,0,0,0,0,0
744,96,3,2009,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,30,0.1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
745,96,3,2009,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,30,0.1,0.764,0.59,18.43,130.3,7.87,0,0,0.01,0,0,0,0,0,0,0
746,96,3,2009,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,30,0.1,NA,NA,NA,NA,NA,0,0,0.01,0,0,0,0,0,0,0
747,96,3,2009,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,30,0.1,0.762,0.54,18.51,129.5,NA,0,0,0.01,0,0,0,0,0,0,0
748,96,3,2009,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,1,1,pasture,2.4,40,0.1,NA,NA,NA,NA,NA,0,0,0.01,0,0,0,0,0,0,0
749,96,4,2009,3,Long Sutton,Tier1,1,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,40,0.1,0.634,0.48,16.48,145.5,7.29,0,0,0.05,0,0,0,0,0,0,0
750,96,4,2009,3,Long Sutton,Tier1,2,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,30,0.1,NA,NA,NA,NA,NA,0,0,0.05,0,0,0,0,0,0,0
751,96,4,2009,3,Long Sutton,Tier1,3,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,40,0.1,NA,0.48,16.49,145.4,7.28,0,0,0.05,0,0,0,0,0,0,0
752,96,4,2009,3,Long Sutton,Tier1,4,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,40,0.1,NA,NA,NA,NA,NA,0,0,0.05,0,0,0,0,0,0,0
753,96,4,2009,3,Long Sutton,Tier1,5,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,40,0.1,0.575,0.44,14.46,145.6,7.37,0,0,0.1,0,0,0,0,0,0,0
754,96,4,2009,3,Long Sutton,Tier1,6,0,0,0,0,0,0,0,0,0,1,1,pasture,2.1,40,0.1,NA,NA,NA,NA,NA,0,0,0.4,0,0,0,0,0,0,0
755,97,1,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,40,0.95,0.286,0.21,14.08,167.1,7.03,0,0,0.01,0.05,0,0,0,0,0,0
756,97,1,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,20,0.95,NA,NA,NA,NA,NA,0,0,0.01,0.05,0,0,0,0,0,0
757,97,1,2009,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,40,0.9,0.276,0.2,14.51,163,6.9,0,0,0.05,0.35,0,0,0,0,0,0
758,97,1,2009,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,50,0.9,NA,NA,NA,NA,NA,0,0,0.05,0.4,0,0,0,0.01,0,0
759,97,1,2009,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,40,0.8,0.283,0.21,14.08,167.1,6.88,0,0,0.01,0.55,0,0,0,0.02,0.01,0
760,97,1,2009,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,4,pasture,1.6,30,0.8,NA,NA,NA,NA,NA,0,0,0.05,0.5,0,0,0,0,0,0
761,97,2,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,120,0.15,0.343,0.26,15.82,150.9,7.34,0,0,0.05,0,0,0,0,0,0,0
762,97,2,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,130,0.1,NA,NA,NA,NA,NA,0,0,0.3,0.1,0,0,0,0,0,0
763,97,2,2009,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,120,0.15,0.352,0.26,15.98,149.7,7.33,0,0,0.05,0.01,0,0,0,0,0,0
764,97,2,2009,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,150,0.15,NA,NA,NA,NA,NA,0,0,0.01,0,0,0,0,0,0,0
765,97,2,2009,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,150,0.15,0.341,0.25,16.2,NA,7.34,0,0,0.01,0,0,0,0,0,0,0
766,97,2,2009,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,2.2,150,0.15,NA,NA,NA,NA,NA,0,0,0.01,0,0,0,0,0,0,0
767,97,3,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,80,0.1,0.356,0.27,14.57,162.1,7.22,0,0,0.3,0.2,0,0,0,0,0,0
768,97,3,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,70,0.1,NA,NA,NA,NA,NA,0,0,0.3,0.1,0,0,0,0,0,0
769,97,3,2009,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,90,0.1,0.36,0.27,14.81,160.1,7.23,0,0,0.1,0.05,0,0,0,0,0,0
770,97,3,2009,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,80,0.1,NA,NA,NA,NA,NA,0,0,0.3,0.4,0,0,0,0,0,0
771,97,3,2009,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,70,0.2,0.342,0.26,14.48,163.3,7.22,0,0,0.5,0.25,0,0,0,0,0,0
772,97,3,2009,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,rough pasture,1.7,90,0.1,NA,NA,NA,NA,NA,0,0,0.4,0.2,0,0,0,0,0,0
773,97,4,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,70,0.2,0.564,0.43,14.21,165.8,7.12,0,0,0.5,0.05,0,0,0,0,0.05,0.02
774,97,4,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,50,0.2,NA,NA,NA,NA,NA,0,0,0.3,0.4,0,0,0,0,0,0
775,97,4,2009,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,60,0.2,0.559,0.43,14.05,147.5,7.03,0,0,0.4,0.2,0,0,0,0,0,0
776,97,4,2009,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,50,0.15,NA,NA,NA,NA,NA,0,0,0.3,0.4,0,0,0,0,0,0
777,97,4,2009,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,60,0.15,0.5556,0.42,15.41,155.1,6.97,0,0,0.3,0.25,0,0,0,0,0,0.1
778,97,4,2009,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,5,pasture,1.8,50,0.15,NA,NA,NA,NA,NA,0,0,0.25,0.1,0,0,0,0,0,0.6
779,98,2,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,60,0.1,0.404,0.3,17.02,141.1,7.17,0,0,0.05,0.35,0,0,0,0,0,0
780,98,2,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,80,0.05,NA,NA,NA,NA,NA,0,0,0.05,0.15,0,0,0,0,0,0
781,98,2,2009,3,West Sedgemoor,Tier3,3,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,80,0.05,0.393,0.29,19.06,125.7,7.7,0,0,0.05,0.3,0,0,0,0,0,0.02
782,98,2,2009,3,West Sedgemoor,Tier3,4,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,80,0.05,NA,NA,NA,NA,NA,0,0,0.15,0.25,0,0,0,0,0,0.01
783,98,2,2009,3,West Sedgemoor,Tier3,5,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,80,0.2,0.397,0.3,16.87,142.6,7.53,0,0,0.05,0.4,0,0,0,0,0.2,0.02
784,98,2,2009,3,West Sedgemoor,Tier3,6,0,0,0,0,0,0,0,0,0,0,1,pasture,1.7,30,0.2,NA,NA,NA,NA,NA,0,0,0.05,0.4,0,0,0,0,0,0
785,98,3,2009,3,West Sedgemoor,Tier3,1,0,0,0,0,0,0,0,0,0,0,1,pasture,2.7,60,0.2,0.391,0.29,16.65,145.5,7.6,0,0,0.05,0.5,0,0,0,0,0,0
786,98,3,2009,3,West Sedgemoor,Tier3,2,0,0,0,0,0,0,0,0,0,0,1,pasture,2.7,30,0.2,NA,NA,NA,NA,NA,0,0,0.1,0.8,0,0,0,0,0,0
